gene	origin_window	deepest_ortholog_species	deepest_clade	n_species_with_ortholog	invertebrate_ortholog	cyclostome_ortholog	gnathostome_ortholog	in_scerevisiae	in_celegans	in_dmelanogaster	in_cintestinalis	in_csavignyi	in_eburgeri	in_pmarinus	in_cmilii	in_lchalumnae	in_drerio	in_xtropicalis	in_ggallus	in_mmusculus	dup_class4	provenance	arrangement	TF_subfamily	cluster_id
TEAD2	before_R1	scerevisiae	Fungi	4	True	False	True	1	0	1	1	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	TEA	
TEAD3	before_R1	scerevisiae	Fungi	7	True	False	True	1	1	0	0	0	0	0	1	1	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	TEA	
TEAD4	before_R1	scerevisiae	Fungi	6	True	False	True	1	0	1	0	1	0	0	0	1	0	0	1	1	dispersed_ohnolog	ohnolog	dispersed	TEA	
TEF	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bZIP	
TERB1	R1_to_R2	pmarinus	Cyclostomata	7	False	True	True	0	0	0	0	0	0	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
TERF1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
TERF2	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Myb/SANT	
TET1	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	CxxC	
TET3	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	CxxC	
TFAP2A	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	AP-2	
TFAP2B	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	AP-2	clust0001
TFAP2C	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	AP-2	
TFAP2D	before_R1	celegans	Protostomia	11	True	True	True	0	1	1	1	0	1	1	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	AP-2	clust0001
TFAP2E	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	AP-2	
TFAP4	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
TFCP2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Grainyhead	
TFCP2L1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Grainyhead	
TFDP1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	E2F	
TFDP2	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	E2F	
TFDP3	before_R1	celegans	Protostomia	4	True	False	False	0	1	1	1	1	0	0	0	0	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	E2F	
TFE3	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	0	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TFEB	before_R1	celegans	Protostomia	9	True	False	True	0	1	1	1	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TFEC	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
TGIF1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	1	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
TGIF2	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
TGIF2LX	before_R1	celegans	Protostomia	6	True	True	True	0	1	1	1	0	1	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	Homeodomain	
TGIF2LY	before_R1	celegans	Protostomia	7	True	True	True	0	1	1	1	1	1	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	Homeodomain	
THAP1	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP10	before_R1	celegans	Protostomia	4	True	False	True	0	1	1	1	0	0	0	0	0	1	0	0	0	dispersed_SSD	SSD	dispersed	THAP finger	
THAP11	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP12	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP2	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	1	1	1	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP3	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	1	0	0	0	1	1	1	1	0	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP4	before_R1	celegans	Protostomia	7	True	True	True	0	1	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP5	after_R2	ggallus	Aves	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	1	0	dispersed_SSD	SSD	dispersed	THAP finger	
THAP6	before_R1	dmelanogaster	Protostomia	6	True	True	True	0	0	1	1	1	1	0	0	0	1	1	0	0	dispersed_SSD	SSD	dispersed	THAP finger	
THAP7	before_R1	dmelanogaster	Protostomia	8	True	False	True	0	0	1	1	1	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	THAP finger	
THAP8	before_R1	dmelanogaster	Protostomia	2	True	False	False	0	0	1	1	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	THAP finger	
THAP9	before_R1	cintestinalis	Tunicata	4	True	True	True	0	0	0	1	0	1	0	0	0	0	1	1	0	dispersed_SSD	SSD	dispersed	THAP finger	
THRA	before_R1	celegans	Protostomia	7	True	False	True	0	1	1	1	0	0	0	0	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0057
THRB	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Nuclear receptor	clust0058
TIGD1	before_R1	scerevisiae	Fungi	7	True	True	True	1	0	0	0	1	1	0	1	1	1	1	0	0	dispersed_SSD	SSD	dispersed	CENPB	
TIGD2	before_R1	scerevisiae	Fungi	6	True	True	True	1	0	0	0	1	1	0	1	0	0	1	0	1	dispersed_SSD	SSD	dispersed	CENPB	
TIGD3	before_R1	scerevisiae	Fungi	3	True	False	True	1	0	0	0	0	0	0	0	0	0	0	1	1	dispersed_SSD	SSD	dispersed	CENPB	
TIGD4	before_R1	scerevisiae	Fungi	4	True	True	True	1	0	0	0	0	1	0	1	0	0	0	0	1	dispersed_SSD	SSD	dispersed	CENPB	
TIGD5	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	1	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	CENPB	
TIGD6	before_R1	scerevisiae	Fungi	5	True	True	True	1	0	0	0	0	1	0	1	0	1	1	0	0	dispersed_SSD	SSD	dispersed	CENPB	
TIGD7	before_R1	scerevisiae	Fungi	3	True	True	True	1	0	0	0	0	1	0	1	0	0	0	0	0	dispersed_SSD	SSD	dispersed	CENPB	
TLX1	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0040
TLX2	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
TLX3	before_R1	cintestinalis	Tunicata	6	True	True	True	0	0	0	1	0	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
TP53	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	1	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	p53	
TP63	before_R1	dmelanogaster	Protostomia	10	True	True	True	0	0	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	p53	
TP73	before_R1	dmelanogaster	Protostomia	10	True	True	True	0	0	1	1	0	1	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	p53	
TPRX1	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	clustered_cis_ohnolog	ohnolog	clustered	Homeodomain	clust0048
TRAFD1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
TRERF1	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF; Myb/SANT	
TRPS1	before_R1	scerevisiae	Fungi	12	True	True	True	1	1	1	1	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	GATA	
TSHZ1	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	1	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
TSHZ2	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	1	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0021
TSHZ3	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0017
TTF1	before_R1	scerevisiae	Fungi	9	True	True	True	1	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Myb/SANT	
TWIST1	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	1	0	1	1	0	0	0	1	1	1	clustered_SSD_tandem	SSD	clustered	bHLH	clust0075
TWIST2	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	1	1	0	1	1	1	0	1	1	dispersed_SSD	SSD	dispersed	bHLH	
UBP1	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	1	0	1	1	1	0	1	0	1	1	dispersed_ohnolog	ohnolog	dispersed	Grainyhead	
UNCX	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
USF1	before_R1	cintestinalis	Tunicata	6	True	True	True	0	0	0	1	0	1	0	0	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
USF2	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	1	0	1	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	bHLH	
USF3	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	bHLH	
VAX1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	1	0	1	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
VAX2	before_R1	celegans	Protostomia	8	True	False	True	0	1	1	1	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
VDR	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	1	0	0	1	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Nuclear receptor	
VENTX	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	1	0	0	0	1	0	1	0	1	0	dispersed_SSD	SSD	dispersed	Homeodomain	
VEZF1	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
VSX1	before_R1	celegans	Protostomia	6	True	False	True	0	1	0	0	0	0	0	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
VSX2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
WIZ	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	1	1	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0016
WT1	before_R1	scerevisiae	Fungi	8	True	True	True	1	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
XBP1	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	0	1	1	dispersed_SSD	SSD	dispersed	bZIP	
YY1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
YY2	before_R1	celegans	Protostomia	3	True	False	True	0	1	1	0	0	0	0	0	1	0	0	0	0	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBED1	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	0	dispersed_ohnolog	ohnolog	dispersed	BED ZF	
ZBED2	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	BED ZF	
ZBED3	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	BED ZF	
ZBED4	after_R2	lchalumnae	Sarcopterygii	5	False	False	True	0	0	0	0	0	0	0	0	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	BED ZF	
ZBED5	human_only			0	False	False	False	0	0	0	0	0	0	0	0	0	0	0	0	0	dispersed_SSD	SSD	dispersed	BED ZF	
ZBED6	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	1	0	0	0	1	0	1	0	1	dispersed_SSD	SSD	dispersed	BED ZF	
ZBED9	R1_to_R2	eburgeri	Cyclostomata	3	False	True	True	0	0	0	0	0	1	0	0	0	0	1	0	1	dispersed_SSD	SSD	dispersed	BED ZF	
ZBTB1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0003
ZBTB10	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBTB11	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB12	after_R2	lchalumnae	Sarcopterygii	4	False	False	True	0	0	0	0	0	0	0	0	1	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB14	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB16	R1_to_R2	eburgeri	Cyclostomata	8	False	True	True	0	0	0	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB17	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB18	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBTB20	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB21	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB22	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB24	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF; AT hook	
ZBTB25	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0003
ZBTB26	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0004
ZBTB3	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	0	1	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB32	after_R2	drerio	Actinopterygii	2	False	False	True	0	0	0	0	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB33	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB34	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0005
ZBTB37	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB38	before_R1	celegans	Protostomia	5	True	False	True	0	1	0	0	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB39	before_R1	celegans	Protostomia	9	True	True	True	0	1	1	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB4	before_R1	celegans	Protostomia	3	True	False	True	0	1	0	0	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB40	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB41	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB42	after_R2	drerio	Actinopterygii	2	False	False	True	0	0	0	0	0	0	0	0	0	1	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB43	before_R1	celegans	Protostomia	8	True	True	True	0	1	1	0	0	0	1	1	0	1	1	1	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0005
ZBTB44	before_R1	dmelanogaster	Protostomia	7	True	False	True	0	0	1	0	0	0	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBTB45	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB46	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBTB47	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB48	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB49	R1_to_R2	pmarinus	Cyclostomata	6	False	True	True	0	0	0	0	0	0	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBTB5	before_R1	celegans	Protostomia	6	True	False	True	0	1	1	0	0	0	0	1	0	0	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZBTB6	after_R2	xtropicalis	Amphibia	2	False	False	True	0	0	0	0	0	0	0	0	0	0	1	0	1	clustered_SSD_tandem	SSD	clustered	C2H2 ZF	clust0004
ZBTB7A	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	0	0	0	0	1	0	0	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB7B	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	1	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB7C	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZBTB8A	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0002
ZBTB8B	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	1	0	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0002
ZBTB9	after_R2	lchalumnae	Sarcopterygii	3	False	False	True	0	0	0	0	0	0	0	0	1	0	1	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZC3H8	before_R1	celegans	Protostomia	3	True	False	True	0	1	0	1	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	CCCH ZF	
ZEB1	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF; Homeodomain	
ZEB2	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF; Homeodomain	
ZFAT	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	0	1	1	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZFHX2	before_R1	celegans	Protostomia	5	True	False	True	0	1	1	0	0	0	0	0	0	1	1	0	1	dispersed_ohnolog	ohnolog	dispersed	Homeodomain	
ZFHX3	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF; Homeodomain	
ZFHX4	R1_to_R2	eburgeri	Cyclostomata	7	False	True	True	0	0	0	0	0	1	0	1	1	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF; Homeodomain	
ZFP2	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZFP3	after_R2	mmusculus	Mammalia	1	False	False	True	0	0	0	0	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZFP41	before_R1	celegans	Protostomia	7	True	True	True	0	1	0	1	0	1	0	1	0	1	0	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0028
ZFP42	before_R1	celegans	Protostomia	4	True	False	True	0	1	1	1	0	0	0	0	0	0	0	0	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZFP62	before_R1	dmelanogaster	Protostomia	2	True	False	True	0	0	1	0	0	0	0	0	0	0	0	0	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZFP64	before_R1	dmelanogaster	Protostomia	9	True	True	True	0	0	1	1	0	1	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0021
ZFP91	after_R2	drerio	Actinopterygii	4	False	False	True	0	0	0	0	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZFPM1	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0012
ZFPM2	before_R1	dmelanogaster	Protostomia	8	True	True	True	0	0	1	0	0	1	1	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZFX	after_R2	cmilii	Chondrichthyes	4	False	False	True	0	0	0	0	0	0	0	1	1	0	0	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZFY	after_R2	cmilii	Chondrichthyes	3	False	False	True	0	0	0	0	0	0	0	1	1	0	0	1	0	dispersed_SSD	SSD	dispersed	C2H2 ZF	
ZGLP1	before_R1	scerevisiae	Fungi	7	True	False	True	1	1	1	0	1	0	0	0	0	1	1	0	1	dispersed_SSD	SSD	dispersed	GATA	
ZGPAT	before_R1	celegans	Protostomia	10	True	True	True	0	1	1	0	1	1	0	1	1	1	1	1	1	dispersed_SSD	SSD	dispersed	CCCH ZF	
ZHX1	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	1	0	0	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
ZHX2	before_R1	cintestinalis	Tunicata	5	True	False	True	0	0	0	1	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
ZHX3	before_R1	cintestinalis	Tunicata	8	True	True	True	0	0	0	1	0	1	1	1	0	1	1	1	1	dispersed_SSD	SSD	dispersed	Homeodomain	
ZIC1	before_R1	cintestinalis	Tunicata	7	True	True	True	0	0	0	1	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0024
ZIC2	after_R2	cmilii	Chondrichthyes	6	False	False	True	0	0	0	0	0	0	0	1	1	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0009
ZIC3	after_R2	cmilii	Chondrichthyes	5	False	False	True	0	0	0	0	0	0	0	1	0	1	1	1	1	dispersed_ohnolog	ohnolog	dispersed	C2H2 ZF	
ZIC4	R1_to_R2	eburgeri	Cyclostomata	5	False	True	True	0	0	0	0	0	1	0	0	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0024
ZIC5	R1_to_R2	eburgeri	Cyclostomata	6	False	True	True	0	0	0	0	0	1	0	1	0	1	1	1	1	clustered_cis_ohnolog	ohnolog	clustered	C2H2 ZF	clust0009
ZMAT1	before_R1	dmelanogaster	Protostomia	6	True	False	True	0	0	1	1	0	0	0	0	0	1	1	1	1	dispersed_SSD	SSD	dispersed	C2H2 ZF	
